Id,Date,To,From,Amount,Reason,Fbo,Location,Aircraft,Comment,AircraftId, 
190621049,2023/04/06 22:15:12,Aer Bridge Ltd.,Aer Bridge Ltd.,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,EGBP,G-UKA,,17828,
190621048,2023/04/06 22:15:12,julietbravo52,Aer Bridge Ltd.,595.00,Pilot fee,N/A,EGBP,G-UKA,,17828,
190621047,2023/04/06 22:15:12,Aer Bridge Ltd.,Bank,916.00,Pay for assignment,N/A,EGBP,G-UKA,,17828,
190621046,2023/04/06 22:15:12,Aer Bridge Ltd.,Aer Bridge Ltd.,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-UKA,,17828,
190621045,2023/04/06 22:15:12,Aer Bridge Ltd.,Aer Bridge Ltd.,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,EGBP,G-UKA,,17828,
190621044,2023/04/06 22:15:12,julietbravo52,Aer Bridge Ltd.,595.00,Pilot fee,N/A,EGBP,G-UKA,,17828,
190621043,2023/04/06 22:15:12,Aer Bridge Ltd.,Bank,916.00,Pay for assignment,N/A,EGBP,G-UKA,,17828,
190621042,2023/04/06 22:15:12,Aer Bridge Ltd.,Aer Bridge Ltd.,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-UKA,,17828,
190621041,2023/04/06 22:15:12,Aer Bridge Ltd.,Aer Bridge Ltd.,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,EGBP,G-UKA,,17828,
190621040,2023/04/06 22:15:12,julietbravo52,Aer Bridge Ltd.,595.00,Pilot fee,N/A,EGBP,G-UKA,,17828,
190621039,2023/04/06 22:15:12,Aer Bridge Ltd.,Bank,916.00,Pay for assignment,N/A,EGBP,G-UKA,,17828,
190621038,2023/04/06 22:15:12,Aer Bridge Ltd.,Aer Bridge Ltd.,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-UKA,,17828,
190621037,2023/04/06 22:15:12,Aer Bridge Ltd.,Aer Bridge Ltd.,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,EGBP,G-UKA,,17828,
190621036,2023/04/06 22:15:12,julietbravo52,Aer Bridge Ltd.,595.00,Pilot fee,N/A,EGBP,G-UKA,,17828,
190621035,2023/04/06 22:15:12,Aer Bridge Ltd.,Bank,916.00,Pay for assignment,N/A,EGBP,G-UKA,,17828,
190621018,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDSB GGS Alliance Karlsruhe FBO - payware: Aerosoft,EDSB,OK-LXI,,34560,
190621017,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDSB,OK-LXI,,34560,
190621016,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,115.36,Booking Fee,N/A,EDSB,OK-LXI,,34560,
190621015,2023/04/06 22:13:46,SantoPilot,Aer Bridge Ltd.,535.00,Pilot fee,N/A,EDSB,OK-LXI,,34560,
190621014,2023/04/06 22:13:46,Aer Bridge Ltd.,Bank,824.00,Pay for assignment,N/A,EDSB,OK-LXI,,34560,
190621013,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDSB GGS Alliance Karlsruhe FBO - payware: Aerosoft,EDSB,OK-LXI,,34560,
190621012,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDSB,OK-LXI,,34560,
190621011,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,115.36,Booking Fee,N/A,EDSB,OK-LXI,,34560,
190621010,2023/04/06 22:13:46,SantoPilot,Aer Bridge Ltd.,535.00,Pilot fee,N/A,EDSB,OK-LXI,,34560,
190621009,2023/04/06 22:13:46,Aer Bridge Ltd.,Bank,824.00,Pay for assignment,N/A,EDSB,OK-LXI,,34560,
190621008,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDSB GGS Alliance Karlsruhe FBO - payware: Aerosoft,EDSB,OK-LXI,,34560,
190621007,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDSB,OK-LXI,,34560,
190621006,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,115.36,Booking Fee,N/A,EDSB,OK-LXI,,34560,
190621005,2023/04/06 22:13:46,SantoPilot,Aer Bridge Ltd.,535.00,Pilot fee,N/A,EDSB,OK-LXI,,34560,
190621004,2023/04/06 22:13:46,Aer Bridge Ltd.,Bank,824.00,Pay for assignment,N/A,EDSB,OK-LXI,,34560,
190621003,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDSB GGS Alliance Karlsruhe FBO - payware: Aerosoft,EDSB,OK-LXI,,34560,
190621002,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDSB,OK-LXI,,34560,
190621001,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,115.36,Booking Fee,N/A,EDSB,OK-LXI,,34560,
190621000,2023/04/06 22:13:46,SantoPilot,Aer Bridge Ltd.,535.00,Pilot fee,N/A,EDSB,OK-LXI,,34560,
190620999,2023/04/06 22:13:46,Aer Bridge Ltd.,Bank,824.00,Pay for assignment,N/A,EDSB,OK-LXI,,34560,
190620998,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDSB GGS Alliance Karlsruhe FBO - payware: Aerosoft,EDSB,OK-LXI,,34560,
190620997,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDSB,OK-LXI,,34560,
190620996,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,115.36,Booking Fee,N/A,EDSB,OK-LXI,,34560,
190620995,2023/04/06 22:13:46,SantoPilot,Aer Bridge Ltd.,535.00,Pilot fee,N/A,EDSB,OK-LXI,,34560,
190620994,2023/04/06 22:13:46,Aer Bridge Ltd.,Bank,824.00,Pay for assignment,N/A,EDSB,OK-LXI,,34560,
190620993,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDSB GGS Alliance Karlsruhe FBO - payware: Aerosoft,EDSB,OK-LXI,,34560,
190620992,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDSB,OK-LXI,,34560,
190620991,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,115.36,Booking Fee,N/A,EDSB,OK-LXI,,34560,
190620990,2023/04/06 22:13:46,SantoPilot,Aer Bridge Ltd.,535.00,Pilot fee,N/A,EDSB,OK-LXI,,34560,
190620989,2023/04/06 22:13:46,Aer Bridge Ltd.,Bank,824.00,Pay for assignment,N/A,EDSB,OK-LXI,,34560,
190620988,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDSB GGS Alliance Karlsruhe FBO - payware: Aerosoft,EDSB,OK-LXI,,34560,
190620987,2023/04/06 22:13:46,Bells of Boulder Europe,Aer Bridge Ltd.,41.20,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDSB,OK-LXI,,34560,
190620986,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,115.36,Booking Fee,N/A,EDSB,OK-LXI,,34560,
190620985,2023/04/06 22:13:46,SantoPilot,Aer Bridge Ltd.,535.00,Pilot fee,N/A,EDSB,OK-LXI,,34560,
190620984,2023/04/06 22:13:46,Aer Bridge Ltd.,Bank,824.00,Pay for assignment,N/A,EDSB,OK-LXI,,34560,
190620983,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,217.56,Crew fee,N/A,EDSB,OK-LXI,,34560,
190620982,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,49.63,Aircraft Bonus,N/A,EDSB,OK-LXI,,34560,
190620981,2023/04/06 22:13:46,Bank,Aer Bridge Ltd.,3446.78,Rental of aircraft,N/A,EDSB,OK-LXI,,34560,
190619268,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619267,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619266,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619265,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619264,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619263,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619262,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619261,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619260,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619259,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619258,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619257,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619256,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619255,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619254,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619253,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619252,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619251,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619250,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619249,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619248,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619247,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619246,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619245,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619244,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619243,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619242,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619241,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619240,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619239,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619238,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619237,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619236,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619235,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619234,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619233,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619232,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619231,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619230,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619229,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619228,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619227,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619226,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619225,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619224,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619223,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EISG Aer Bridge Ltd. - Aerfort Shligigh,EISG,10-SVS,,15941,
190619222,2023/04/06 21:30:04,Aer Bridge Ltd.,Aer Bridge Ltd.,38.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EISG,10-SVS,,15941,
190619221,2023/04/06 21:30:04,Bank,Aer Bridge Ltd.,77.60,Booking Fee,N/A,EISG,10-SVS,,15941,
190619220,2023/04/06 21:30:04,FlyingEgg96,Aer Bridge Ltd.,504.00,Pilot fee,N/A,EISG,10-SVS,,15941,
190619219,2023/04/06 21:30:04,Aer Bridge Ltd.,Bank,776.00,Pay for assignment,N/A,EISG,10-SVS,,15941,
190619218,2023/04/06 21:30:04,Stevie_Flyer,Aer Bridge Ltd.,46.20,Aircraft Bonus,N/A,EISG,10-SVS,,15941,
190619217,2023/04/06 21:30:04,Stevie_Flyer,Aer Bridge Ltd.,257.07,Rental of aircraft,N/A,EISG,10-SVS,,15941,
190618094,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190618093,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAE,10-SVS,,15941,
190618092,2023/04/06 21:04:22,Bank,Aer Bridge Ltd.,49.70,Booking Fee,N/A,EGAE,10-SVS,,15941,
190618091,2023/04/06 21:04:22,FlyingEgg96,Aer Bridge Ltd.,461.00,Pilot fee,N/A,EGAE,10-SVS,,15941,
190618090,2023/04/06 21:04:22,Aer Bridge Ltd.,Bank,710.00,Pay for assignment,N/A,EGAE,10-SVS,,15941,
190618089,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190618088,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAE,10-SVS,,15941,
190618087,2023/04/06 21:04:22,Bank,Aer Bridge Ltd.,49.70,Booking Fee,N/A,EGAE,10-SVS,,15941,
190618086,2023/04/06 21:04:22,FlyingEgg96,Aer Bridge Ltd.,461.00,Pilot fee,N/A,EGAE,10-SVS,,15941,
190618085,2023/04/06 21:04:22,Aer Bridge Ltd.,Bank,710.00,Pay for assignment,N/A,EGAE,10-SVS,,15941,
190618084,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190618083,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAE,10-SVS,,15941,
190618082,2023/04/06 21:04:22,Bank,Aer Bridge Ltd.,49.70,Booking Fee,N/A,EGAE,10-SVS,,15941,
190618081,2023/04/06 21:04:22,FlyingEgg96,Aer Bridge Ltd.,461.00,Pilot fee,N/A,EGAE,10-SVS,,15941,
190618080,2023/04/06 21:04:22,Aer Bridge Ltd.,Bank,710.00,Pay for assignment,N/A,EGAE,10-SVS,,15941,
190618079,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190618078,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAE,10-SVS,,15941,
190618077,2023/04/06 21:04:22,Bank,Aer Bridge Ltd.,49.70,Booking Fee,N/A,EGAE,10-SVS,,15941,
190618076,2023/04/06 21:04:22,FlyingEgg96,Aer Bridge Ltd.,461.00,Pilot fee,N/A,EGAE,10-SVS,,15941,
190618075,2023/04/06 21:04:22,Aer Bridge Ltd.,Bank,710.00,Pay for assignment,N/A,EGAE,10-SVS,,15941,
190618074,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190618073,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAE,10-SVS,,15941,
190618072,2023/04/06 21:04:22,Bank,Aer Bridge Ltd.,49.70,Booking Fee,N/A,EGAE,10-SVS,,15941,
190618071,2023/04/06 21:04:22,FlyingEgg96,Aer Bridge Ltd.,461.00,Pilot fee,N/A,EGAE,10-SVS,,15941,
190618070,2023/04/06 21:04:22,Aer Bridge Ltd.,Bank,710.00,Pay for assignment,N/A,EGAE,10-SVS,,15941,
190618069,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190618068,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAE,10-SVS,,15941,
190618067,2023/04/06 21:04:22,Bank,Aer Bridge Ltd.,49.70,Booking Fee,N/A,EGAE,10-SVS,,15941,
190618066,2023/04/06 21:04:22,FlyingEgg96,Aer Bridge Ltd.,461.00,Pilot fee,N/A,EGAE,10-SVS,,15941,
190618065,2023/04/06 21:04:22,Aer Bridge Ltd.,Bank,710.00,Pay for assignment,N/A,EGAE,10-SVS,,15941,
190618064,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGAE,10-SVS,,15941,
190618063,2023/04/06 21:04:22,Aer Bridge Ltd.,Aer Bridge Ltd.,35.50,FBO ground crew fee,EGAC Aer Bridge Ltd. - George Best Belfast City Airport,EGAE,10-SVS,,15941,
190618062,2023/04/06 21:04:22,Bank,Aer Bridge Ltd.,49.70,Booking Fee,N/A,EGAE,10-SVS,,15941,
190618061,2023/04/06 21:04:22,FlyingEgg96,Aer Bridge Ltd.,461.00,Pilot fee,N/A,EGAE,10-SVS,,15941,
190618060,2023/04/06 21:04:22,Aer Bridge Ltd.,Bank,710.00,Pay for assignment,N/A,EGAE,10-SVS,,15941,
190618059,2023/04/06 21:04:22,Stevie_Flyer,Aer Bridge Ltd.,27.90,Aircraft Bonus,N/A,EGAE,10-SVS,,15941,
190618058,2023/04/06 21:04:22,Stevie_Flyer,Aer Bridge Ltd.,200.52,Rental of aircraft,N/A,EGAE,10-SVS,,15941,
190613081,2023/04/06 19:09:07,Aer Bridge Ltd.,UKSS,962.15,Refuelling with JetA,EICK Aer Bridge Ltd. - Cork Airport,EICK,N121NM,"User ID: 34677 Amount (gals): 241.1, $ per Gal: $3.99",25079,
190612338,2023/04/06 18:54:25,Aer Bridge Ltd.,Harald123,141.80,FBO ground crew fee,EGAE Aer Bridge Ltd. - City of Derry Airport,EGGD,N-94174,,45464,
190608086,2023/04/06 17:21:40,Aer Bridge Ltd.,Aer Bridge Ltd.,1052.36,Refuelling with JetA,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-UKA,"User ID: 89637 Amount (gals): 257.3, $ per Gal: $4.09",17828,
190606339,2023/04/06 16:45:37,Kr&#246;saflyg,Aer Bridge Ltd.,134.75,Refuelling with JetA,LFQO Kr&#246;saflyg,LFQO,G-UKA,"User ID: 89637 Amount (gals): 27.5, $ per Gal: $4.90",17828,
190605984,2023/04/06 16:38:32,Kr&#246;saflyg,Aer Bridge Ltd.,233.15,FBO ground crew fee,LFQO Kr&#246;saflyg,LFQO,G-UKA,,17828,
190605983,2023/04/06 16:38:32,Bells of Boulder Europe,Aer Bridge Ltd.,233.15,FBO ground crew fee,EDTL GGS Alliance Lahr FBO,LFQO,G-UKA,,17828,
190605982,2023/04/06 16:38:32,julietbravo52,Aer Bridge Ltd.,3031.00,Pilot fee,N/A,LFQO,G-UKA,,17828,
190605981,2023/04/06 16:38:32,Aer Bridge Ltd.,Bank,4663.00,Pay for assignment,N/A,LFQO,G-UKA,,17828,
190603492,2023/04/06 15:46:00,Bells of Boulder Europe,Aer Bridge Ltd.,448.81,Refuelling with JetA,EDTL GGS Alliance Lahr FBO,EDTL,G-UKA,"User ID: 89637 Amount (gals): 115.1, $ per Gal: $3.90",17828,
190603484,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDTL GGS Alliance Lahr FBO,EDTL,G-UKA,,17828,
190603483,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDTL,G-UKA,,17828,
190603482,2023/04/06 15:44:49,Bank,Aer Bridge Ltd.,112.98,Booking Fee,N/A,EDTL,G-UKA,,17828,
190603481,2023/04/06 15:44:49,julietbravo52,Aer Bridge Ltd.,525.00,Pilot fee,N/A,EDTL,G-UKA,,17828,
190603480,2023/04/06 15:44:49,Aer Bridge Ltd.,Bank,807.00,Pay for assignment,N/A,EDTL,G-UKA,,17828,
190603479,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDTL GGS Alliance Lahr FBO,EDTL,G-UKA,,17828,
190603478,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDTL,G-UKA,,17828,
190603477,2023/04/06 15:44:49,Bank,Aer Bridge Ltd.,112.98,Booking Fee,N/A,EDTL,G-UKA,,17828,
190603476,2023/04/06 15:44:49,julietbravo52,Aer Bridge Ltd.,525.00,Pilot fee,N/A,EDTL,G-UKA,,17828,
190603475,2023/04/06 15:44:49,Aer Bridge Ltd.,Bank,807.00,Pay for assignment,N/A,EDTL,G-UKA,,17828,
190603474,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDTL GGS Alliance Lahr FBO,EDTL,G-UKA,,17828,
190603473,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDTL,G-UKA,,17828,
190603472,2023/04/06 15:44:49,Bank,Aer Bridge Ltd.,112.98,Booking Fee,N/A,EDTL,G-UKA,,17828,
190603471,2023/04/06 15:44:49,julietbravo52,Aer Bridge Ltd.,525.00,Pilot fee,N/A,EDTL,G-UKA,,17828,
190603470,2023/04/06 15:44:49,Aer Bridge Ltd.,Bank,807.00,Pay for assignment,N/A,EDTL,G-UKA,,17828,
190603469,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDTL GGS Alliance Lahr FBO,EDTL,G-UKA,,17828,
190603468,2023/04/06 15:44:49,Bells of Boulder Europe,Aer Bridge Ltd.,40.35,FBO ground crew fee,EDNY GGS Alliance Friedrichshafen FBO - free: flightsim.to / pay: Aerosoft,EDTL,G-UKA,,17828,
190603467,2023/04/06 15:44:49,Bank,Aer Bridge Ltd.,112.98,Booking Fee,N/A,EDTL,G-UKA,,17828,
